ID;Fornecedor;Série;Número;Parc.;Vencimento;CCL;ObservaçãoOriginal;PLACA TRATATIVA;OPERAÇÃO;TIPO DO VEÍCULO;OBSERVAÇÃO DEFINITIVA;DATA DEFINITIVA MULTA;DATA CRIPTOGRAFADA;Vlr. Total;Vlr. Baixa;Vlr. Saldo;Mês / Ano Venc.
395745;PREFEITURA ITAPECERICA DA SERRA;O;612029;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TAW4D57-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -30/04/2025-13:16;TAW4D57;LAR COOPERATIVA AGROINDUSTRIAL - CASCAVEL 77.752.293/0142-29;;TRANSITAR EM LOC;30/04/2025;45777;104,12;104,12;0;01/08/2025
395753;PREFEITURA ITAPECERICA DA SERRA;0;613459;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TAW4D57-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -30/04/2025-08:39;TAW4D57;LAR COOPERATIVA AGROINDUSTRIAL - CASCAVEL 77.752.293/0142-29;;TRANSITAR EM LOC;30/04/2025;45777;104,12;104,12;0;01/08/2025
395761;PREFEITURA MUNICIPAL DE BRAGANÇA-PA;R;5770701;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TBA4H39-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-31/03/2025-07:00;TBA4H39;NÃO LOCALIZADA;;TRANSITAR EM LOC;31/03/2025;45747;78,09;78,09;0;01/08/2025
395764;MUNICIPIO DE NOVA ODESSA;N;80471;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TAP5B92-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-22/05/2025-15:25;TAP5B92;JBS SA - INDAIATUBA 02.916.265/0391-04;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;22/05/2025;45799;208,25;208,25;0;01/08/2025
395766;MUNICIPIO DE SOROCABA;N;1164646;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TAS4F63-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA -13/05/2025-16:46;TAS4F63;JBS SA - INDAIATUBA 02.916.265/0391-04;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA;13/05/2025;45790;156,2;156,2;0;01/08/2025
395770;MUNICIPIO DE SOROCABA;N;1167350;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;TAX5A80-MULTA POR NAO IDENTIFICACAO DO CONDUTOR-09/06/2025-10:14;TAX5A80;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;MULTA POR NAO IDENTIFICACAO DO CONDUTOR;09/06/2025;45817;156,2;156,2;0;01/08/2025
395776;MUNICIPIO DE TOLEDO;K;179797;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;RHA0H57-TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO-17/04/2025-08:47;RHA0H57;NÃO LOCALIZADA;;TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO;17/04/2025;45764;78,1;78,1;0;01/08/2025
395778;MUNICIPIO DE TOLEDO;K;180562;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;RHA8G47-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGUL-24/04/2025-12:14;RHA8G47;JBS S/A - APUCARANA 02.916.265/0385-66;;TRANSITAR EM LOC;24/04/2025;45771;78,1;78,1;0;01/08/2025
395780;MUNICIPIO DE SOROCABA;N;1163327;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;FZS5D85-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA-24/04/2025-15:53;FZS5D85;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA;24/04/2025;45771;156,2;156,2;0;01/08/2025
395977;MUNICIPIO DE GUARULHOS;E;434534639;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO;QNX1J76-TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO-25/03/2025-07:27;QNX1J76;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO;25/03/2025;45741;131,46;131,46;0;01/08/2025
395981;SSP DEPARTAMENTO ESTADUAL DE TRANSITO DE MS;1LE;392828;01/01/2025;22/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FZS5D85-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-28/06/2025-10:31;FZS5D85;BELLO ALIMENTOS LTDA - CUIABA  08.201.770/0006-19;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;28/06/2025;45836;156,18;156,18;0;01/08/2025
395986;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;J;2252759;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TBH5G27-TRANSITAR EM VEL SUP A MAXIMA PERMITIDA EM MAIS DE 20%-16/06/2025-07:43- JA DESCONTADO RESCISAO;TBH5G27;NÃO LOCALIZADA;;TRANSITAR EM VEL SUP A MAXIMA PERMITIDA EM MAIS DE 20%;16/06/2025;45824;117,13;117,13;0;01/08/2025
395996;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1S;4648822;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TAI9A29-DEIXAR DE ADENTRAR AS AREAS DESTINADA A PESAGEM DE VEICULOS-20/05/2025-13:26;TAI9A29;JBS S.A. - NOVA ANDRADINA 02.916.265/0202-76;;DEIXAR DE ADENTRAR AS AREAS DESTINADA A PESAGEM DE VEICULOS;20/05/2025;45797;117,13;117,13;0;01/08/2025
396004;DEPARTAMENTO DE ESTRADAS DE RODAGEM;R;925379107;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GAW9J05-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE-03/05/2025-13:55;GAW9J05;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE;03/05/2025;45780;104,13;104,13;0;01/08/2025
396009;DEPARTAMENTO DE ESTRADAS DE RODAGEM;R;925722421;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GHM2C51-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-05/05/2025-09:17;GHM2C51;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;05/05/2025;45782;104,13;104,13;0;01/08/2025
396011;PREFEITURA MUNICIPAL DE BRAGANÇA-PA;R;5751701;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO;TAL4J21-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-26/03/2025-07:45;TAL4J21;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;26/03/2025;45742;78,09;78,09;0;01/08/2025
396033;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2153485;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO;FUC7I56-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA-05/07/2025-09:00;FUC7I56;AGV LOGISTICA S.A 02.905.424/0018-79;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR, IMPOSTA;05/07/2025;45843;156,19;156,19;0;01/08/2025
396149;DEPARTAMENTO DE ESTRADAS DE RODAGEM DE GOIAS;R;28636422;01/01/2025;25/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FIT6J42-TRANSITAR EM VEL SUP A MAX PEMITIDA EM ATE 20%-14/03/2025-15:22;FIT6J42;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;TRANSITAR EM VEL SUP A MAX PEMITIDA EM ATE 20%;14/03/2025;45730;130,16;130,16;0;01/08/2025
396389;MUNICIPIO DE TOLEDO;NIC;65331;01/01/2025;26/08/2025;MULTAS DE TRÂNSITO;RHA0H57-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-21/06/2025-00:58;RHA0H57;NÃO LOCALIZADA;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;21/06/2025;45829;156,19;156,19;0;01/08/2025
396397;MUNICIPIO DE TOLEDO;NIC;65354;01/01/2025;26/08/2025;MULTAS DE TRÂNSITO;RHA8G47-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-21/06/2025-00:58;RHA8G47;JBS S/A - APUCARANA 02.916.265/0385-66;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;21/06/2025;45829;156,19;156,19;0;01/08/2025
396405;DEPARTAMENTO DE ESTRADAS DE RODAGEM;J;2171424;01/01/2025;26/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GJH9G74-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-11/06/2025-14:26;GJH9G74;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;11/06/2025;45819;104,12;104,12;0;01/08/2025
396615;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;J;1763287;01/01/2025;27/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TBB4E97-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-16/05/2025-20:49;TBB4E97;NÃO LOCALIZADA;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;16/05/2025;45793;104,12;104,12;0;01/08/2025
396629;DEPARTAMENTO DE ESTRADAS DE RODAGEM;N;2255915;01/01/2025;27/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;CSK8H95-CONDUZIR O VEIC COM VIDRO TOTAL/PARCIALMENTE COBERTO POR-04/06/2025-11:02;CSK8H95;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;CONDUZIR O VEIC COM VIDRO TOT;04/06/2025;45812;156,18;156,18;0;01/08/2025
396637;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;J;1821542;01/01/2025;27/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TAU9H27-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-21/05/2025-11:02;TAU9H27;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0011-26;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;21/05/2025;45798;104,12;104,12;0;01/08/2025
396649;FUNDACAO DEPARTAMENTO DE ESTRADAS DE RODAGEN-RJ FUNDERJ;J;1841730;01/01/2025;27/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SVD7E29-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-22/05/2025-14:29;SVD7E29;AUSTER NUTRICAO ANIMAL LTDA 07.544.518/0001-35;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;22/05/2025;45799;104,12;104,12;0;01/08/2025
